smux,10000,150,0.71,14018.05,0,0.000,10
smux,10000,150,0.71,14095.64,0,0.000,10
smux,10000,150,0.71,14102.31,0,0.000,10
smux,10000,150,0.71,14065.00,0,0.000,10
smux,10000,150,0.71,13994.32,0,0.000,10
smux,10000,200,0.56,17734.77,0,0.000,10
smux,10000,200,0.57,17544.41,0,0.000,10
smux,10000,200,0.57,17472.48,0,0.000,10
smux,10000,200,0.57,17664.89,0,0.000,10
smux,10000,200,0.57,17651.63,0,0.000,10
smux,10000,250,0.56,17853.96,0,0.000,10
smux,10000,250,0.58,17245.18,0,0.000,10
smux,10000,250,0.56,17811.49,0,0.000,10
smux,10000,250,0.55,18270.09,0,0.000,10
smux,10000,250,0.56,17783.86,0,0.000,10
smux,10000,300,0.56,17707.60,0,0.000,10
smux,10000,300,0.59,16841.79,0,0.000,10
smux,10000,300,0.59,16922.69,0,0.000,10
smux,10000,300,0.57,17471.31,0,0.000,10
smux,10000,300,0.56,17757.74,0,0.000,10
smux,10000,350,0.57,17488.57,0,0.000,10
smux,10000,350,0.59,16877.76,0,0.000,10
smux,10000,350,0.58,17291.12,0,0.000,10
smux,10000,350,0.55,18018.37,0,0.000,10
smux,10000,350,0.56,17811.85,0,0.000,10
yamux,10000,10,11.36,880.57,0,0.000,10
yamux,10000,10,11.48,871.31,0,0.000,10
yamux,10000,10,11.47,872.09,0,0.000,10
yamux,10000,10,11.48,870.71,0,0.000,10
yamux,10000,10,11.34,881.89,0,0.000,10
yamux,10000,50,2.18,4592.30,0,0.000,10
yamux,10000,50,2.22,4497.57,0,0.000,10
yamux,10000,50,2.22,4501.12,0,0.000,10
yamux,10000,50,2.22,4511.36,0,0.000,10
yamux,10000,50,2.20,4544.97,0,0.000,10
yamux,10000,100,1.07,9353.38,0,0.000,10
yamux,10000,100,1.06,9403.92,0,0.000,10
yamux,10000,100,1.07,9324.04,0,0.000,10
yamux,10000,100,1.07,9384.37,0,0.000,10
yamux,10000,100,1.07,9357.75,0,0.000,10
yamux,10000,150,0.76,13161.77,0,0.000,10
yamux,10000,150,0.77,13032.48,0,0.000,10
yamux,10000,150,0.76,13206.07,0,0.000,10
yamux,10000,150,0.76,13085.00,0,0.000,10
yamux,10000,150,0.75,13389.80,0,0.000,10
yamux,10000,200,0.63,15767.99,0,0.000,10
yamux,10000,200,0.62,16047.07,0,0.000,10
yamux,10000,200,0.63,15751.68,0,0.000,10
yamux,10000,200,0.61,16428.11,0,0.000,10
yamux,10000,200,0.64,15574.70,0,0.000,10
yamux,10000,250,0.56,17781.12,0,0.000,10
yamux,10000,250,0.54,18522.10,0,0.000,10
yamux,10000,250,0.57,17641.84,0,0.000,10
yamux,10000,250,0.58,17360.32,0,0.000,10
yamux,10000,250,0.55,18344.51,0,0.000,10
yamux,10000,300,0.52,19214.37,0,0.000,10
yamux,10000,300,0.56,18007.11,0,0.000,10
yamux,10000,300,0.56,17755.66,0,0.000,10
yamux,10000,300,0.57,17466.14,0,0.000,10
yamux,10000,300,0.54,18639.39,0,0.000,10
yamux,10000,350,0.58,17162.58,0,0.000,10
yamux,10000,350,0.51,19659.74,0,0.000,10
yamux,10000,350,0.56,17976.18,0,0.000,10
yamux,10000,350,0.55,18255.36,0,0.000,10
yamux,10000,350,0.51,19691.64,0,0.000,10
ssmux,10000,10,11.46,872.31,0,0.000,10
ssmux,10000,10,11.53,867.57,0,0.000,10
ssmux,10000,10,11.51,868.75,0,0.000,10
ssmux,10000,10,11.44,874.17,0,0.000,10
ssmux,10000,10,11.42,875.81,0,0.000,10
ssmux,10000,50,2.22,4498.99,0,0.000,10
ssmux,10000,50,2.26,4419.49,0,0.000,10
ssmux,10000,50,2.25,4438.42,0,0.000,10
ssmux,10000,50,2.23,4474.65,0,0.000,10
ssmux,10000,50,2.21,4516.33,0,0.000,10
ssmux,10000,100,1.06,9415.08,0,0.000,10
ssmux,10000,100,1.09,9207.97,0,0.000,10
ssmux,10000,100,1.06,9428.05,0,0.000,10
ssmux,10000,100,1.06,9458.43,0,0.000,10
ssmux,10000,100,1.05,9482.15,0,0.000,10
ssmux,10000,150,0.73,13771.55,0,0.000,10
ssmux,10000,150,0.74,13435.43,0,0.000,10
ssmux,10000,150,0.74,13593.21,0,0.000,10
ssmux,10000,150,0.73,13625.30,0,0.000,10
ssmux,10000,150,0.73,13651.77,0,0.000,10
ssmux,10000,200,0.62,16228.71,0,0.000,10
ssmux,10000,200,0.61,16463.01,0,0.000,10
ssmux,10000,200,0.63,15931.13,0,0.000,10
ssmux,10000,200,0.60,16727.88,0,0.000,10
ssmux,10000,200,0.62,16207.07,0,0.000,10
ssmux,10000,250,0.52,19082.68,0,0.000,10
ssmux,10000,250,0.55,18255.33,0,0.000,10
ssmux,10000,250,0.56,17922.03,0,0.000,10
ssmux,10000,250,0.52,19415.63,0,0.000,10
ssmux,10000,250,0.51,19710.30,0,0.000,10
ssmux,10000,300,0.48,20817.00,0,0.000,10
ssmux,10000,300,0.48,20961.01,0,0.000,10
ssmux,10000,300,0.48,20913.35,0,0.000,10
ssmux,10000,300,0.47,21390.08,0,0.000,10
ssmux,10000,300,0.47,21077.49,0,0.000,10
ssmux,10000,350,0.46,21630.28,0,0.000,10
ssmux,10000,350,0.45,22464.23,0,0.000,10
ssmux,10000,350,0.47,21381.57,0,0.000,10
ssmux,10000,350,0.46,21512.86,0,0.000,10
ssmux,10000,350,0.47,21224.59,0,0.000,10
