http,10000,10,10.82,924.14,0,0.000,10
http,10000,10,11.41,876.25,0,0.000,10
http,10000,10,11.27,887.49,0,0.000,10
http,10000,10,11.09,901.44,0,0.000,10
http,10000,10,11.16,896.11,0,0.000,10
http,10000,50,2.20,4549.86,0,0.000,10
http,10000,50,2.21,4525.51,0,0.000,10
http,10000,50,2.24,4455.54,0,0.000,10
http,10000,50,2.25,4453.40,0,0.000,10
http,10000,50,2.22,4496.19,0,0.000,10
http,10000,100,1.06,9453.39,0,0.000,10
http,10000,100,1.06,9419.07,0,0.000,10
http,10000,100,1.06,9474.66,0,0.000,10
http,10000,100,1.05,9483.49,0,0.000,10
http,10000,100,1.06,9436.31,0,0.000,10
http,10000,150,0.72,13972.92,0,0.000,10
http,10000,150,0.71,14088.28,6,0.001,10
http,10000,150,0.72,13800.96,0,0.000,10
http,10000,150,0.72,13981.81,0,0.000,10
http,10000,150,0.72,13897.37,4,0.000,10
http,10000,200,0.54,18409.17,49,0.005,10
http,10000,200,0.55,18205.50,54,0.005,10
http,10000,200,0.54,18365.19,44,0.004,10
http,10000,200,0.55,18225.30,43,0.004,10
http,10000,200,0.55,18095.86,50,0.005,10
http,10000,250,0.45,22439.98,94,0.009,10
http,10000,250,0.45,22228.56,115,0.011,10
http,10000,250,0.44,22558.64,97,0.010,10
http,10000,250,0.44,22636.47,37,0.004,10
http,10000,250,0.45,22187.44,104,0.010,10
http,10000,300,1.51,6635.47,133,0.013,10
http,10000,300,2.52,3966.01,155,0.015,10
http,10000,300,1.51,6621.19,155,0.015,10
http,10000,300,2.51,3985.98,151,0.015,10
http,10000,300,1.51,6644.45,139,0.014,10
http,10000,350,2.52,3970.71,208,0.021,10
http,10000,350,1.53,6546.38,249,0.025,10
http,10000,350,1.50,6655.77,205,0.021,10
http,10000,350,2.52,3970.55,217,0.022,10
http,10000,350,0.48,20809.28,27,0.003,10
http2,10000,10,10.96,912.06,0,0.000,10
http2,10000,10,11.37,879.78,0,0.000,10
http2,10000,10,11.39,878.17,0,0.000,10
http2,10000,10,11.57,864.61,0,0.000,10
http2,10000,10,11.31,883.86,0,0.000,10
http2,10000,50,2.14,4668.93,0,0.000,10
http2,10000,50,2.12,4719.75,0,0.000,10
http2,10000,50,2.13,4696.06,0,0.000,10
http2,10000,50,2.17,4605.41,0,0.000,10
http2,10000,50,2.43,4121.79,0,0.000,10
http2,10000,100,1.13,8855.44,0,0.000,10
http2,10000,100,1.48,6765.12,0,0.000,10
http2,10000,100,1.46,6839.20,0,0.000,10
http2,10000,100,1.14,8791.54,0,0.000,10
http2,10000,100,1.50,6652.79,0,0.000,10
http2,10000,150,1.42,7050.33,0,0.000,10
http2,10000,150,1.41,7076.53,0,0.000,10
http2,10000,150,1.52,6581.41,0,0.000,10
http2,10000,150,1.62,6185.38,0,0.000,10
http2,10000,150,0.92,10834.16,0,0.000,10
http2,10000,200,1.64,6091.08,0,0.000,10
http2,10000,200,1.56,6411.14,0,0.000,10
http2,10000,200,1.66,6036.56,0,0.000,10
http2,10000,200,1.54,6485.48,0,0.000,10
http2,10000,200,0.94,10612.79,0,0.000,10
http2,10000,250,1.57,6388.59,0,0.000,10
http2,10000,250,1.54,6501.83,0,0.000,10
http2,10000,250,1.62,6175.45,0,0.000,10
http2,10000,250,1.41,7114.68,0,0.000,10
http2,10000,250,1.61,6215.96,0,0.000,10
http2,10000,300,3.16,3164.13,0,0.000,10
http2,10000,300,3.30,3031.42,0,0.000,10
http2,10000,300,3.23,3091.34,0,0.000,10
http2,10000,300,3.16,3161.56,0,0.000,10
http2,10000,300,3.18,3146.54,0,0.000,10
http2,10000,350,3.21,3111.43,0,0.000,10
http2,10000,350,3.14,3184.70,0,0.000,10
http2,10000,350,3.27,3056.42,0,0.000,10
http2,10000,350,3.32,3008.50,0,0.000,10
http2,10000,350,3.28,3051.18,0,0.000,10
smux,10000,10,11.07,903.11,0,0.000,10
smux,10000,10,11.27,887.38,0,0.000,10
smux,10000,10,11.09,901.55,0,0.000,10
smux,10000,10,11.30,885.03,0,0.000,10
smux,10000,10,11.30,884.62,0,0.000,10
smux,10000,50,2.26,4433.60,0,0.000,10
smux,10000,50,2.26,4429.67,0,0.000,10
smux,10000,50,2.25,4440.37,0,0.000,10
smux,10000,50,2.21,4527.49,0,0.000,10
smux,10000,50,2.24,4469.61,0,0.000,10
smux,10000,100,1.06,9404.07,0,0.000,10
smux,10000,100,1.06,9475.91,0,0.000,10
smux,10000,100,1.06,9454.59,0,0.000,10
smux,10000,100,1.06,9436.13,0,0.000,10
smux,10000,100,1.05,9526.51,0,0.000,10
